cell_line,row,column,well,seeding_density,condition
CHLA-25,K,5,K05,2000,synthemax_PFA
CHLA-25,K,6,K06,2000,synthemax_PFA
CHLA-25,K,7,K07,4000,synthemax_PFA
CHLA-25,K,8,K08,4000,synthemax_PFA
CHLA-25,K,9,K09,8000,synthemax_PFA
CHLA-25,K,10,K10,8000,synthemax_PFA
CHLA-25,K,11,K11,12000,synthemax_PFA
CHLA-25,K,12,K12,12000,synthemax_PFA
CHLA-25,L,3,L03,1000,synthemax_PFA
CHLA-25,L,4,L04,1000,synthemax_PFA
CHLA-25,L,5,L05,2000,synthemax_PFA
CHLA-25,L,6,L06,2000,synthemax_PFA
CHLA-25,L,7,L07,4000,synthemax_PFA
CHLA-25,L,8,L08,4000,synthemax_PFA
CHLA-25,L,9,L09,8000,synthemax_PFA
CHLA-25,L,10,L10,8000,synthemax_PFA
CHLA-25,L,11,L11,12000,synthemax_PFA
CHLA-25,L,12,L12,12000,synthemax_PFA
CHLA-218,M,3,M03,1000,synthemax_PFA
CHLA-218,M,4,M04,1000,synthemax_PFA
CHLA-218,M,5,M05,2000,synthemax_PFA
CHLA-218,M,6,M06,2000,synthemax_PFA
CHLA-218,M,7,M07,4000,synthemax_PFA
CHLA-218,M,8,M08,4000,synthemax_PFA
CHLA-218,M,9,M09,8000,synthemax_PFA
CHLA-218,M,10,M10,8000,synthemax_PFA
CHLA-218,M,11,M11,12000,synthemax_PFA
CHLA-218,M,12,M12,12000,synthemax_PFA
U2-OS,M,13,M13,1000,synthemax_PFA
U2-OS,M,14,M14,1000,synthemax_PFA
U2-OS,M,15,M15,2000,synthemax_PFA
U2-OS,M,16,M16,2000,synthemax_PFA
U2-OS,M,17,M17,4000,synthemax_PFA
U2-OS,M,18,M18,4000,synthemax_PFA
U2-OS,M,19,M19,8000,synthemax_PFA
U2-OS,M,20,M20,8000,synthemax_PFA
U2-OS,M,21,M21,12000,synthemax_PFA
U2-OS,M,22,M22,12000,synthemax_PFA
CHLA-218,N,3,N03,1000,synthemax_PFA
CHLA-218,N,4,N04,1000,synthemax_PFA
CHLA-218,N,5,N05,2000,synthemax_PFA
CHLA-218,N,6,N06,2000,synthemax_PFA
CHLA-218,N,7,N07,4000,synthemax_PFA
CHLA-218,N,8,N08,4000,synthemax_PFA
CHLA-218,N,9,N09,8000,synthemax_PFA
CHLA-218,N,10,N10,8000,synthemax_PFA
CHLA-218,N,11,N11,12000,synthemax_PFA
CHLA-218,N,12,N12,12000,synthemax_PFA
U2-OS,N,13,N13,1000,synthemax_PFA
U2-OS,N,14,N14,1000,synthemax_PFA
U2-OS,N,15,N15,2000,synthemax_PFA
U2-OS,N,16,N16,2000,synthemax_PFA
U2-OS,N,17,N17,4000,synthemax_PFA
U2-OS,N,18,N18,4000,synthemax_PFA
U2-OS,N,19,N19,8000,synthemax_PFA
U2-OS,N,20,N20,8000,synthemax_PFA
U2-OS,N,21,N21,12000,synthemax_PFA
U2-OS,N,22,N22,12000,synthemax_PFA
