cell_line,row,column,well,seeding_density,condition
U2-OS,I,11,I11,12000,standard
U2-OS,I,12,I12,12000,standard
U2-OS,I,13,I13,1000,standard_PFA
U2-OS,I,14,I14,1000,standard_PFA
U2-OS,I,15,I15,2000,standard_PFA
U2-OS,I,16,I16,2000,standard_PFA
U2-OS,I,17,I17,4000,standard_PFA
U2-OS,I,18,I18,4000,standard_PFA
U2-OS,I,19,I19,8000,standard_PFA
U2-OS,I,20,I20,8000,standard_PFA
U2-OS,I,21,I21,12000,standard_PFA
U2-OS,I,22,I22,12000,standard_PFA
U2-OS,J,3,J03,1000,standard
U2-OS,J,4,J04,1000,standard
U2-OS,J,5,J05,2000,standard
U2-OS,J,6,J06,2000,standard
U2-OS,J,7,J07,4000,standard
U2-OS,J,8,J08,4000,standard
U2-OS,J,9,J09,8000,standard
U2-OS,J,10,J10,8000,standard
U2-OS,J,11,J11,12000,standard
U2-OS,J,12,J12,12000,standard
U2-OS,J,13,J13,1000,standard_PFA
U2-OS,J,14,J14,1000,standard_PFA
U2-OS,J,15,J15,2000,standard_PFA
U2-OS,J,16,J16,2000,standard_PFA
U2-OS,J,17,J17,4000,standard_PFA
U2-OS,J,18,J18,4000,standard_PFA
U2-OS,J,19,J19,8000,standard_PFA
U2-OS,J,20,J20,8000,standard_PFA
U2-OS,J,21,J21,12000,standard_PFA
U2-OS,J,22,J22,12000,standard_PFA
U2-OS,K,3,K03,1000,standard
U2-OS,K,4,K04,1000,standard
U2-OS,K,5,K05,2000,standard
U2-OS,K,6,K06,2000,standard
U2-OS,K,7,K07,4000,standard
U2-OS,K,8,K08,4000,standard
U2-OS,K,9,K09,8000,standard
U2-OS,K,10,K10,8000,standard
U2-OS,K,11,K11,12000,standard
U2-OS,K,12,K12,12000,standard
U2-OS,K,13,K13,1000,synthemax_PFA
U2-OS,K,14,K14,1000,synthemax_PFA
U2-OS,K,15,K15,2000,synthemax_PFA
U2-OS,K,16,K16,2000,synthemax_PFA
U2-OS,K,17,K17,4000,synthemax_PFA
U2-OS,K,18,K18,4000,synthemax_PFA
U2-OS,K,19,K19,8000,synthemax_PFA
U2-OS,K,20,K20,8000,synthemax_PFA
U2-OS,K,21,K21,12000,synthemax_PFA
U2-OS,K,22,K22,12000,synthemax_PFA
U2-OS,L,3,L03,1000,standard
U2-OS,L,4,L04,1000,standard
U2-OS,L,5,L05,2000,standard
U2-OS,L,6,L06,2000,standard
U2-OS,L,7,L07,4000,standard
U2-OS,L,8,L08,4000,standard
U2-OS,L,9,L09,8000,standard
U2-OS,L,10,L10,8000,standard
U2-OS,L,11,L11,12000,standard
U2-OS,L,12,L12,12000,standard
U2-OS,L,13,L13,1000,synthemax_PFA
U2-OS,L,14,L14,1000,synthemax_PFA
U2-OS,L,15,L15,2000,synthemax_PFA
U2-OS,L,16,L16,2000,synthemax_PFA
U2-OS,L,17,L17,4000,synthemax_PFA
U2-OS,L,18,L18,4000,synthemax_PFA
U2-OS,L,19,L19,8000,synthemax_PFA
U2-OS,L,20,L20,8000,synthemax_PFA
U2-OS,L,21,L21,12000,synthemax_PFA
U2-OS,L,22,L22,12000,synthemax_PFA
U2-OS,M,3,M03,1000,standard
U2-OS,M,4,M04,1000,standard
U2-OS,M,5,M05,2000,standard
U2-OS,M,6,M06,2000,standard
U2-OS,M,7,M07,4000,standard
U2-OS,M,8,M08,4000,standard
U2-OS,M,9,M09,8000,standard
U2-OS,M,10,M10,8000,standard
U2-OS,M,11,M11,12000,standard
U2-OS,M,12,M12,12000,standard
U2-OS,M,13,M13,1000,laminin_PFA
U2-OS,M,14,M14,1000,laminin_PFA
U2-OS,M,15,M15,2000,laminin_PFA
U2-OS,M,16,M16,2000,laminin_PFA
U2-OS,M,17,M17,4000,laminin_PFA
U2-OS,M,18,M18,4000,laminin_PFA
U2-OS,M,19,M19,8000,laminin_PFA
U2-OS,M,20,M20,8000,laminin_PFA
U2-OS,M,21,M21,12000,laminin_PFA
U2-OS,M,22,M22,12000,laminin_PFA
U2-OS,N,3,N03,1000,standard
U2-OS,N,4,N04,1000,standard
U2-OS,N,5,N05,2000,standard
U2-OS,N,6,N06,2000,standard
U2-OS,N,7,N07,4000,standard
U2-OS,N,8,N08,4000,standard
U2-OS,N,9,N09,8000,standard
U2-OS,N,10,N10,8000,standard
U2-OS,N,11,N11,12000,standard
U2-OS,N,12,N12,12000,standard
U2-OS,N,13,N13,1000,laminin_PFA
U2-OS,N,14,N14,1000,laminin_PFA
U2-OS,N,15,N15,2000,laminin_PFA
U2-OS,N,16,N16,2000,laminin_PFA
U2-OS,N,17,N17,4000,laminin_PFA
U2-OS,N,18,N18,4000,laminin_PFA
U2-OS,N,19,N19,8000,laminin_PFA
U2-OS,N,20,N20,8000,laminin_PFA
U2-OS,N,21,N21,12000,laminin_PFA
U2-OS,N,22,N22,12000,laminin_PFA
