FileName_OrigBrightfield,PathName_OrigBrightfield,FileName_OrigER,PathName_OrigER,FileName_OrigAGP,PathName_OrigAGP,FileName_OrigMito,PathName_OrigMito,FileName_OrigDNA,PathName_OrigDNA,FileName_OrigRNA,PathName_OrigRNA,Metadata_Plate,Metadata_Well,Metadata_Site,Metadata_AbsPositionZ,Metadata_ChannelID,Metadata_Col,Metadata_FieldID,Metadata_PlaneID,Metadata_PositionX,Metadata_PositionY,Metadata_PositionZ,Metadata_Row,Metadata_Reimaged
r11c04f01p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_CHP-212_Re-imaged/BR00143980__2024-07-17T20_13_38-Measurement 4/Images,r11c04f01p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_CHP-212_Re-imaged/BR00143980__2024-07-17T20_13_38-Measurement 4/Images,r11c04f01p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_CHP-212_Re-imaged/BR00143980__2024-07-17T20_13_38-Measurement 4/Images,r11c04f01p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_CHP-212_Re-imaged/BR00143980__2024-07-17T20_13_38-Measurement 4/Images,r11c04f01p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_CHP-212_Re-imaged/BR00143980__2024-07-17T20_13_38-Measurement 4/Images,r11c04f01p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_CHP-212_Re-imaged/BR00143980__2024-07-17T20_13_38-Measurement 4/Images,BR00143980,K04,1,0.134545207,6,4,1,1,0.0,0.0,-4e-06,11,True
r14c03f05p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c03f05p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c03f05p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c03f05p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c03f05p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c03f05p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,BR00143980,N03,5,0.134562299,6,3,5,1,0.000645814,0.0,-2e-06,14,True
r14c06f02p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c06f02p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c06f02p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c06f02p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c06f02p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c06f02p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,BR00143980,N06,2,0.134513095,6,6,2,1,-0.000645814,0.000645814,-2e-06,14,True
r14c07f01p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c07f01p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c07f01p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c07f01p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c07f01p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c07f01p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,BR00143980,N07,1,0.134496197,6,7,1,1,0.0,0.0,-2e-06,14,True
r14c08f01p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c08f01p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c08f01p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c08f01p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c08f01p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c08f01p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,BR00143980,N08,1,0.134480596,6,8,1,1,0.0,0.0,-2e-06,14,True
r14c05f09p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c05f09p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c05f09p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c05f09p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c05f09p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c05f09p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,BR00143980,N05,9,0.134525195,6,5,9,1,0.000645814,-0.000645814,-2e-06,14,True
r14c04f06p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c04f06p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c04f06p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c04f06p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c04f06p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c04f06p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,BR00143980,N04,6,0.134546995,6,4,6,1,-0.000645814,0.0,-2e-06,14,True
r14c12f01p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c12f01p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c12f01p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c12f01p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c12f01p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c12f01p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,BR00143980,N12,1,0.134439901,6,12,1,1,0.0,0.0,-2e-06,14,True
r14c11f02p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c11f02p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c11f02p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c11f02p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c11f02p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c11f02p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,BR00143980,N11,2,0.134449005,6,11,2,1,-0.000645814,0.000645814,-2e-06,14,True
r14c10f09p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c10f09p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c10f09p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c10f09p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c10f09p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,r14c10f09p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240718_SH-SY5Y_Re-imaged/BR00143980__2024-07-18T18_19_45-Measurement 5/Images,BR00143980,N10,9,0.134458005,6,10,9,1,0.000645814,-0.000645814,-2e-06,14,True
