FileName_OrigBrightfield,PathName_OrigBrightfield,FileName_OrigER,PathName_OrigER,FileName_OrigAGP,PathName_OrigAGP,FileName_OrigMito,PathName_OrigMito,FileName_OrigDNA,PathName_OrigDNA,FileName_OrigRNA,PathName_OrigRNA,Metadata_Plate,Metadata_Well,Metadata_Site,Metadata_AbsPositionZ,Metadata_ChannelID,Metadata_Col,Metadata_FieldID,Metadata_PlaneID,Metadata_PositionX,Metadata_PositionY,Metadata_PositionZ,Metadata_Row,Metadata_Reimaged
r09c04f01p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_SK-N-MC_Re-imaged/BR00143978__2024-07-17T19_27_02-Measurement 3/Images,r09c04f01p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_SK-N-MC_Re-imaged/BR00143978__2024-07-17T19_27_02-Measurement 3/Images,r09c04f01p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_SK-N-MC_Re-imaged/BR00143978__2024-07-17T19_27_02-Measurement 3/Images,r09c04f01p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_SK-N-MC_Re-imaged/BR00143978__2024-07-17T19_27_02-Measurement 3/Images,r09c04f01p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_SK-N-MC_Re-imaged/BR00143978__2024-07-17T19_27_02-Measurement 3/Images,r09c04f01p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_SK-N-MC_Re-imaged/BR00143978__2024-07-17T19_27_02-Measurement 3/Images,BR00143978,I04,1,0.1345184,6,4,1,1,0.0,0.0,-3e-06,9,True
r04c18f05p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c18f05p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c18f05p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c18f05p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c18f05p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c18f05p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,BR00143978,D18,5,0.134376094,6,18,5,1,0.000645814,0.0,-4e-06,4,True
r04c17f06p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c17f06p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c17f06p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c17f06p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c17f06p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c17f06p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,BR00143978,D17,6,0.134375796,6,17,6,1,-0.000645814,0.0,-4e-06,4,True
r04c15f01p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c15f01p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c15f01p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c15f01p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c15f01p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c15f01p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,BR00143978,D15,1,0.134380504,6,15,1,1,0.0,0.0,-4e-06,4,True
r04c19f01p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c19f01p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c19f01p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c19f01p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c19f01p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c19f01p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,BR00143978,D19,1,0.134379402,6,19,1,1,0.0,0.0,-4e-06,4,True
r04c16f01p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c16f01p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c16f01p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c16f01p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c16f01p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c16f01p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,BR00143978,D16,1,0.134377897,6,16,1,1,0.0,0.0,-4e-06,4,True
r04c22f02p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c22f02p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c22f02p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c22f02p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c22f02p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c22f02p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,BR00143978,D22,2,0.134393096,6,22,2,1,-0.000645814,0.000645814,-4e-06,4,True
r11c03f01p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_CHP-212_Re-imaged/BR00143978__2024-07-17T20_02_24-Measurement 4/Images,r11c03f01p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_CHP-212_Re-imaged/BR00143978__2024-07-17T20_02_24-Measurement 4/Images,r11c03f01p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_CHP-212_Re-imaged/BR00143978__2024-07-17T20_02_24-Measurement 4/Images,r11c03f01p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_CHP-212_Re-imaged/BR00143978__2024-07-17T20_02_24-Measurement 4/Images,r11c03f01p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_CHP-212_Re-imaged/BR00143978__2024-07-17T20_02_24-Measurement 4/Images,r11c03f01p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_CHP-212_Re-imaged/BR00143978__2024-07-17T20_02_24-Measurement 4/Images,BR00143978,K03,1,0.134542406,6,3,1,1,0.0,0.0,-4e-06,11,True
r11c04f01p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_CHP-212_Re-imaged/BR00143978__2024-07-17T20_02_24-Measurement 4/Images,r11c04f01p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_CHP-212_Re-imaged/BR00143978__2024-07-17T20_02_24-Measurement 4/Images,r11c04f01p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_CHP-212_Re-imaged/BR00143978__2024-07-17T20_02_24-Measurement 4/Images,r11c04f01p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_CHP-212_Re-imaged/BR00143978__2024-07-17T20_02_24-Measurement 4/Images,r11c04f01p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_CHP-212_Re-imaged/BR00143978__2024-07-17T20_02_24-Measurement 4/Images,r11c04f01p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_CHP-212_Re-imaged/BR00143978__2024-07-17T20_02_24-Measurement 4/Images,BR00143978,K04,1,0.134513095,6,4,1,1,0.0,0.0,-4e-06,11,True
r04c21f09p01-ch1sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c21f09p01-ch2sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c21f09p01-ch3sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c21f09p01-ch4sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c21f09p01-ch5sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,r04c21f09p01-ch6sk1fk1fl1.tiff,/media/18tbdrive/ALSF_pilot_data/SN0313537/20240717_A-673_Re-imaged/BR00143978__2024-07-17T18_48_48-Measurement 2/Images,BR00143978,D21,9,0.134389207,6,21,9,1,0.000645814,-0.000645814,-4e-06,4,True
